0.016534297	-0.017994678	-0.038249012	-0.01071282	-0.010690299	0.045350265	-0.04086135	-0.021339566	0.037736908	-0.019660564	-0.025805254	0.016787004	-0.04499717	0.022725908	0.019145532	-0.021409282
0.006409872	-0.09401964	0.040834796	0.017416295	0.026485546	0.033071935	0.011747961	-0.003916258	0.03418546	0.027467435	0.053288203	0.021278154	-0.026979886	0.010115164	0.01659652	-0.011974604
0.004050022	0.010685894	0.00083152496	-0.013059808	0.007351458	0.024013098	0.025542542	0.04878198	-0.08120659	-0.035287783	0.016801588	-0.004587866	0.038939595	0.078557424	0.034222696	-0.087192945
0.0051534893	0.024908159	0.011008292	-0.014473831	-0.012479358	0.011754189	0.043735333	0.027981194	-0.062295474	0.009210019	-0.022029873	-0.01037889	0.034299377	0.019206375	0.036412317	-0.05732164
0.010827037	0.035233304	0.025728544	-0.050742943	-0.05810838	-0.038852546	-0.029796721	0.046472907	0.042220835	0.0048136357	-0.038634192	0.032309156	-0.015796449	-0.005658614	-0.05671348	-0.021554414
-0.01818848	-0.0059328647	-0.08038345	0.053829692	0.0093054585	0.009884185	0.01625047	-0.00513231	0.051807065	0.020092197	0.06712864	0.0032166275	-0.064427145	-0.037662163	0.010766117	-0.006901096
-0.033125903	-0.03590782	-0.0041548647	0.062312018	-0.017419798	-0.005781105	0.008352047	-0.030172644	-0.045880385	0.005227708	0.03333739	-0.006950924	-0.005414307	-0.013231882	0.033997834	-0.06436177
-0.023696022	0.05827175	0.102964565	0.045426823	-0.049420092	0.004839202	0.05812643	0.012380039	-0.06969133	-0.0054603415	-0.01927215	0.074608974	0.012383225	-0.048106257	-0.031626035	0.073072076
-0.063355505	-0.021329083	-0.016761634	-0.0069771456	0.019931845	-0.027661724	-0.03100856	-0.017816605	-0.04828174	-0.014036146	0.031446207	0.046699002	0.01828201	-0.045978144	0.041233193	0.03284944
0.05913631	0.012223641	-0.03200765	0.036345255	-0.030487783	-0.04380495	0.033851754	0.016363043	0.038509935	0.022513794	0.04373115	-0.029935312	-0.01232877	-0.030606216	0.04078342	-0.059288178
0.024564818	0.045391917	0.06845904	-0.013648118	0.018163387	-0.0372989	0.024960335	0.083345085	-0.06021232	-0.0024578376	0.020964757	0.019064693	0.011069035	0.07222604	0.034822144	-0.06701298
-0.037679546	0.046586927	0.08184577	-0.023087146	-0.022470333	-0.038258784	0.007947185	0.029923154	-0.036855467	0.010078702	-0.00093918334	0.053331334	0.055819143	0.049532413	-0.006327742	-0.006005452
0.02620505	0.021203835	0.060814098	-0.07841954	0.021697884	0.0049777403	0.02794206	0.052720908	-0.04375128	0.00044024596	0.005801045	0.03870864	-0.04688064	0.06344635	0.002252412	-0.013447174
0.008796188	-0.02141338	-0.08040071	0.04486649	0.02801887	-0.017381793	-0.045432553	-0.03570051	0.0040217615	-0.010412069	0.013282229	0.022118524	-0.048209492	-0.038785454	-0.027762197	-0.034175407
-0.003511727	0.026258772	0.11926112	-0.03023808	0.02147383	-0.0058496348	-0.0148207545	0.10398746	-0.11022298	0.02535282	0.011163594	0.029756337	-0.0045902096	0.06180657	-0.0063018003	-0.08648577
